Date,High,Low,Volume
2013-09-24,318.079987,311.279999,2033600
2013-09-23,315.899994,308.769989,1884900
2013-09-20,320.570007,312.410004,5302300
2013-09-19,314.540009,311.040009,2350900
2013-09-18,312.73999,302.910004,2946400
2013-09-17,304.649994,296.01001,2296500
2013-09-16,301.00,295.26001,1808400
2013-09-13,300.220001,296.200012,1350600
2013-09-12,302.00,297.660004,1606200
2013-09-11,301.859985,297.839996,1742600
2013-09-10,301.00,297.220001,1778400
2013-09-09,299.959991,296.600006,1643600
2013-09-06,298.880005,290.799988,2292000
2013-09-05,297.00,292.709991,1816600
2013-09-04,295.230011,287.579987,2438600
2013-09-03,291.390015,284.170013,2897600
2013-08-30,284.869995,280.00,1534700
2013-08-29,285.980011,280.00,1566400
2013-08-28,283.00,279.329987,1457100
2013-08-27,285.279999,279.73999,2476000
2013-08-26,291.049988,285.619995,1711700
2013-08-23,291.50,287.899994,1961900
2013-08-22,289.869995,284.799988,1422600
2013-08-21,288.50,283.829987,1815300
2013-08-20,289.51001,285.73999,1586300
2013-08-19,289.559998,283.480011,2477400
2013-08-16,288.329987,284.50,2422500
2013-08-15,289.299988,285.149994,2261400
2013-08-14,294.290009,290.540009,1415000
2013-08-13,296.369995,290.670013,2349900
2013-08-12,299.079987,295.26001,1504500
2013-08-09,299.269989,294.299988,1950300
2013-08-08,298.519989,292.549988,2343400
2013-08-07,300.98999,296.149994,1961000
2013-08-06,301.359985,297.519989,1849000
2013-08-05,303.619995,298.299988,2233200
2013-08-02,305.329987,301.50,2502600
2013-08-01,306.209991,298.899994,2971700
2013-07-31,305.149994,301.00,1891300
2013-07-30,309.779999,301.570007,3053400
2013-07-29,313.00,305.899994,3211800
2013-07-26,313.619995,295.549988,8817500
2013-07-25,304.50,296.75,5405800
2013-07-24,303.839996,298.040009,2000500
2013-07-23,305.059998,300.559998,1999600
2013-07-22,309.25,302.00,2520700
2013-07-19,305.790009,301.910004,2973100
2013-07-18,306.339996,301.869995,3063800
2013-07-17,308.799988,305.690002,2029700
2013-07-16,309.390015,305.51001,2660200
2013-07-15,307.98999,304.350006,2245600
